10008561,500.202933,233.493064,266.709869,267.140065,0.000000,6
10008755,98.647911,39.394026,59.253885,60.286645,0.000000,0
10008782,96.033756,17.005590,79.028167,41.521609,0.000000,2
10008805,41.460751,13.093523,28.367228,34.824705,0.000000,1
10008833,486.665855,148.188036,338.477819,292.694463,0.192000,0
10008856,790.598271,172.894452,617.703819,890.853883,0.328000,7
10008684,351.307847,152.296027,199.011821,275.256026,0.000000,3
10008756,77.585376,15.450085,62.135291,48.801303,0.000000,1
10008783,101.215815,41.873447,59.342368,108.831270,0.000000,2
10008806,166.185282,63.688269,102.497013,82.986319,0.000000,1
10008835,466.847168,136.442330,330.404838,242.123779,0.168000,0
10008868,1266.897420,318.974474,947.922946,2449.226792,0.884000,7
10008685,594.387395,246.914000,347.473395,373.669055,0.000000,4
10008757,80.783504,31.361851,49.421653,56.538827,0.000000,1
10008784,54.348906,24.864042,29.484864,45.047955,0.000000,0
10008807,62.709381,18.329994,44.379387,91.933420,0.000000,0
10008836,350.491218,53.692885,296.798333,237.912704,0.064000,4
10008869,235.210456,71.673104,163.537352,257.848070,0.000000,0
10008735,627.435436,119.470426,507.965010,748.631922,0.556000,7
10008758,97.562707,31.585714,65.976992,46.352130,0.000000,1
10008785,129.013077,41.077796,87.935281,106.746580,0.000000,1
10008811,140.526054,57.557553,82.968501,65.591011,0.000000,0
10008837,144.742092,24.418354,120.323737,154.944625,0.060000,4
10008872,861.123147,358.213296,502.909851,498.959767,0.000000,6
10008737,143.006521,50.717487,92.289034,80.674919,0.000000,1
10008760,72.979773,18.162126,54.817646,64.493185,0.000000,0
10008788,186.101629,78.280003,107.821626,120.760912,0.000000,0
10008812,121.811905,36.904996,84.906910,135.047557,0.000000,1
10008838,436.526150,186.320085,250.206065,162.551140,0.000000,5
10008910,221.175482,94.761588,126.413894,124.862974,0.000000,2
10008738,152.702935,44.291222,108.411713,233.663844,0.000000,2
10008762,70.576877,25.201796,45.375081,70.048634,0.000000,0
10008791,76.830510,24.999534,51.830976,95.670358,0.000000,1
10008813,89.062587,29.253798,59.808788,83.536510,0.000000,0
10008839,168.337594,56.448680,111.888914,91.396743,0.000000,2
10008911,314.074627,114.429384,199.645242,149.219825,0.000000,0
10008740,128.907951,26.811518,102.096434,233.507492,0.000000,0
10008763,346.568751,133.846400,212.722350,244.416938,0.000000,0
10008792,81.656788,27.062597,54.594191,79.054072,0.000000,0
10008814,144.935818,49.848354,95.087465,93.446254,0.000000,0
10008840,167.756777,58.242930,109.513846,182.991531,0.000000,1
10008912,183.592549,82.964023,100.628526,42.338390,0.000000,1
10008742,136.979775,46.354156,90.625619,131.041551,0.000000,0
10008765,190.796894,59.990234,130.806661,152.415635,0.000000,3
10008793,282.851065,120.768383,162.082683,213.783713,0.000000,0
10008815,58.345676,20.813348,37.532328,51.385694,0.000000,0
10008842,183.243076,19.075810,164.167266,321.576547,0.000000,0
10035340,61.111106,20.331342,40.779764,38.183713,0.000000,0
10008744,60.290727,20.427444,39.863283,61.775896,0.000000,1
10008766,83.616102,27.221239,56.394863,55.996091,0.000000,0
10008794,55.653885,17.740501,37.913384,83.527084,0.000000,0
10008816,384.954765,127.271998,257.682767,273.210423,0.000000,0
10008843,577.362156,212.361840,365.000316,284.956352,0.000000,7
10035341,358.883698,120.693846,238.189853,194.302280,0.000000,0
10008745,111.807029,29.438607,82.368422,100.377850,0.000000,2
10008767,134.599483,55.169969,79.429514,85.286264,0.000000,0
10008795,235.494555,75.756165,159.738390,228.023453,0.000000,0
10008817,139.209454,42.134445,97.075009,245.783713,0.000000,3
10008844,153.507727,51.180415,102.327312,96.177199,0.000000,1
10037612,312.265647,120.135050,192.130597,170.385668,0.000000,5
10008747,190.805567,60.487266,130.318301,151.434528,0.000000,3
10008768,56.277638,18.459681,37.817957,52.051683,0.000000,1
10008796,49.615249,17.911809,31.703439,55.400651,0.000000,1
10008818,954.758206,614.468873,340.289333,658.975896,0.588000,0
10008845,1002.598975,248.942446,753.656528,1113.723779,0.660000,7
10037613,216.709511,73.317060,143.392451,182.999349,0.000000,3
10008748,72.527738,28.308944,44.218794,52.871661,0.000000,0
10008771,111.233115,38.858201,72.374913,58.965472,0.000000,1
10008797,209.623544,86.343980,123.279564,109.834528,0.000000,0
10008819,430.655984,92.965964,337.690020,233.915309,0.132000,0
10008848,1034.121462,317.728787,716.392675,863.731596,0.000000,7
10037615,222.711048,93.347499,129.363549,136.377843,0.000000,2
10008749,80.718991,28.296287,52.422704,47.098371,0.000000,1
10008773,82.835452,40.164948,42.670504,60.005212,0.000000,1
10008798,81.635221,25.746215,55.889006,79.293617,0.000000,0
10008820,231.660571,90.470253,141.190318,123.388925,0.052000,0
10008849,2433.022195,347.277382,2085.744813,5937.429316,2.100000,7
10037616,173.476413,60.888911,112.587502,131.787755,0.000000,0
10008750,137.319417,53.363561,83.955856,149.868404,0.000000,0
10008774,47.978230,21.208223,26.770007,47.462459,0.000000,0
10008799,82.510582,30.141437,52.369145,64.521173,0.000000,0
10008821,288.501838,75.762376,212.739461,510.027362,0.000000,1
10008850,1191.740108,165.463965,1026.276143,3422.985016,4.766000,0
10008751,81.531283,35.309709,46.221574,57.042345,0.000000,0
10008775,82.775682,22.420614,60.355068,88.433876,0.000000,0
10008800,68.089319,31.293773,36.795546,90.145928,0.000000,1
10008823,670.448624,267.523568,402.925056,456.044300,0.000000,5
10008852,346.092228,139.750435,206.341792,158.229316,0.000000,3
10008752,68.659767,18.568230,50.091537,49.543974,0.000000,0
10008777,89.023154,21.692750,67.330405,102.818683,0.000000,0
10008801,74.246254,21.928322,52.317932,55.074510,0.000000,0
10008826,1232.520830,382.243369,850.277462,1981.138192,1.310000,0
10008853,157.720023,64.960326,92.759697,41.925733,0.000000,2
10008753,94.418973,32.485612,61.933360,76.398697,0.000000,1
10008778,107.368308,38.072747,69.295561,99.151792,0.000000,0
10008802,84.840947,30.431370,54.409577,96.700090,0.000000,0
