0.76772,0.75324,0.77711,0.74561,0.76351,0.78577,0.8025,0.80226,0.79154,0.7946,0.80135,0.79966,0.8025,0.797,0.79358,0.80286,0.79705,0.79739,0.79547,0.79064,0.78956,0.79884,0.7934,0.78523,0.79466,0.79971,0.79168,0.79308,0.79503,0.8017,0.78905,0.79507,0.79429,0.79414,0.78714,0.79058,0.78366,0.77494,0.8027,0.79823,0.79936,0.79577,0.79336,0.79118,0.79577,0.79218,0.78109,0.79497,0.78014,0.77379,0.75761,0.77034,0.76534,0.7536,0.75068,0.76045,0.75883,0.76416,0.79327,0.78895,0.78421,0.79814,0.79382,0.79623,0.79919,0.79199,0.78506,0.79838,0.79105,0.80096,0.79369,0.79984,0.79522,0.80143,0.79113
0.72568,0.71572,0.71726,0.71642,0.71675,0.74268,0.75292,0.7573,0.75569,0.76042,0.76004,0.76061,0.75948,0.75546,0.75374,0.77485,0.76966,0.77323,0.77854,0.78855,0.78725,0.79067,0.77973,0.77734,0.78676,0.79214,0.78327,0.78858,0.78327,0.78746,0.77814,0.78534,0.78453,0.77629,0.76938,0.76566,0.7633,0.74756,0.75617,0.76625,0.75787,0.74903,0.75098,0.74691,0.75008,0.74935,0.74141,0.74043,0.7353,0.72839,0.72017,0.72094,0.71143,0.71925,0.7128,0.72004,0.72577,0.72491,0.75803,0.75057,0.75008,0.74927,0.7539,0.75666,0.76513,0.76625,0.75645,0.77151,0.77112,0.77615,0.77923,0.79435,0.79089,0.79206,0.78934
0.71535,0.70815,0.70705,0.71724,0.71261,0.72541,0.73266,0.7329,0.72517,0.73216,0.74081,0.73064,0.73082,0.73183,0.73443,0.75079,0.74891,0.75193,0.72413,0.7557,0.75825,0.74382,0.75261,0.74793,0.75995,0.76107,0.75493,0.76188,0.75536,0.75888,0.74769,0.72863,0.75354,0.75043,0.7433,0.74371,0.73936,0.72542,0.73064,0.73605,0.73134,0.7277,0.72989,0.73085,0.72761,0.72036,0.70869,0.72267,0.71393,0.71001,0.70513,0.70366,0.70206,0.69622,0.70639,0.70796,0.70885,0.715,0.73292,0.72893,0.7213,0.72985,0.73581,0.73266,0.74308,0.74238,0.73468,0.74602,0.74657,0.75248,0.75095,0.7645,0.76164,0.75784,0.7602
0.66058,0.66547,0.66099,0.66867,0.66555,0.69271,0.69834,0.7041,0.7158,0.7054,0.70718,0.70851,0.70628,0.71245,0.6999,0.70889,0.70948,0.71663,0.70562,0.70888,0.70558,0.71231,0.67783,0.65748,0.67573,0.69406,0.7065,0.7068,0.71762,0.71241,0.68564,0.70616,0.70547,0.70623,0.7075,0.71955,0.66881,0.69306,0.7049,0.7041,0.70408,0.69919,0.71292,0.70475,0.70399,0.68913,0.68456,0.68813,0.67515,0.67738,0.67665,0.67256,0.68143,0.66692,0.67728,0.68259,0.67081,0.68281,0.70324,0.71893,0.71429,0.71981,0.71271,0.7108,0.71213,0.71166,0.6957,0.73058,0.71607,0.71795,0.71687,0.69172,0.69728,0.71068,0.65918
0.66346,0.65204,0.64827,0.65497,0.6521,0.67733,0.68443,0.69234,0.69488,0.6919,0.69637,0.70346,0.70051,0.69622,0.68566,0.69847,0.7044,0.70648,0.69394,0.69262,0.70777,0.70771,0.65574,0.65139,0.66214,0.67009,0.69822,0.69559,0.70667,0.69635,0.67178,0.6959,0.68936,0.69841,0.69679,0.69783,0.66411,0.68448,0.68799,0.69452,0.68517,0.69108,0.69348,0.6954,0.68922,0.68495,0.67693,0.67506,0.67861,0.67812,0.66749,0.66658,0.66492,0.6617,0.65987,0.6592,0.66857,0.68006,0.70574,0.71968,0.69674,0.70826,0.70517,0.71131,0.70533,0.70335,0.68759,0.71591,0.70971,0.70373,0.69957,0.68434,0.69219,0.69921,0.64878
0.66442,0.66475,0.67155,0.65064,0.66387,0.65881,0.67003,0.66427,0.66867,0.66731,0.66587,0.6633,0.66827,0.66812,0.65741,0.67232,0.6761,0.6765,0.6786,0.68025,0.66723,0.6779,0.68075,0.68162,0.6818,0.69332,0.67656,0.67317,0.67941,0.68345,0.67543,0.67171,0.67082,0.66862,0.6773,0.67952,0.67401,0.66757,0.68039,0.67388,0.67878,0.6697,0.67724,0.67126,0.66609,0.65396,0.65304,0.6716,0.667,0.65884,0.67022,0.66982,0.66547,0.66667,0.66783,0.66891,0.66758,0.66259,0.66958,0.66417,0.66241,0.67612,0.67127,0.65704,0.67715,0.67817,0.66177,0.67265,0.67692,0.67758,0.68227,0.69119,0.6782,0.66964,0.68546
0.65386,0.63429,0.63796,0.64535,0.63842,0.66218,0.68035,0.68563,0.67324,0.67189,0.6786,0.69,0.68631,0.69428,0.66876,0.68733,0.68626,0.6881,0.68639,0.70257,0.68932,0.67862,0.66739,0.65529,0.675,0.69259,0.69895,0.6795,0.69596,0.69319,0.67567,0.69932,0.69619,0.68571,0.68704,0.67659,0.67624,0.65899,0.66936,0.67904,0.6859,0.65913,0.677,0.66831,0.6784,0.67855,0.66092,0.66,0.65489,0.644,0.63432,0.65439,0.64759,0.64257,0.65514,0.63682,0.64644,0.64437,0.67382,0.67467,0.67118,0.66859,0.67479,0.66859,0.6769,0.67615,0.65949,0.68125,0.69065,0.67987,0.67667,0.67932,0.68659,0.68341,0.66329
0.7067,0.70815,0.6965,0.71604,0.72173,0.71508,0.7317,0.7425,0.72566,0.7406,0.73264,0.73906,0.73515,0.72359,0.72405,0.73335,0.73488,0.73066,0.72486,0.72562,0.7267,0.72807,0.70503,0.69186,0.70825,0.72389,0.72791,0.72459,0.72882,0.72336,0.71265,0.72912,0.72548,0.73333,0.72284,0.72199,0.71337,0.72395,0.7201,0.72475,0.73527,0.72131,0.73481,0.73332,0.72982,0.72528,0.71953,0.72662,0.72604,0.71718,0.70265,0.70615,0.69821,0.69647,0.70888,0.70721,0.70264,0.71076,0.73392,0.73318,0.7386,0.7296,0.73405,0.72211,0.72798,0.72375,0.71114,0.73413,0.73488,0.72556,0.73137,0.71203,0.7128,0.71501,0.69778
0.6392,0.63981,0.6286,0.6391,0.63313,0.64727,0.67051,0.66715,0.67083,0.67985,0.67451,0.68543,0.68391,0.68871,0.65162,0.69218,0.68626,0.67964,0.68809,0.69262,0.67549,0.67378,0.65016,0.62092,0.66189,0.67058,0.6936,0.67804,0.69742,0.68054,0.65645,0.68173,0.68009,0.67131,0.67706,0.66707,0.65965,0.6428,0.68186,0.66798,0.67264,0.66847,0.6829,0.66117,0.66191,0.66872,0.65107,0.6494,0.64649,0.64672,0.62565,0.64668,0.63906,0.64481,0.64295,0.6408,0.63575,0.63339,0.67032,0.67717,0.66917,0.66759,0.67629,0.67437,0.67338,0.67817,0.65797,0.68252,0.68251,0.67047,0.68049,0.67009,0.67744,0.67499,0.6496
0.53061,0.45305,0.45269,0.3668,0.48949,0.4639,0.46538,0.46682,0.46158,0.452,0.44514,0.46781,0.39602,0.44725,0.45154,0.48002,0.47941,0.45003,0.43408,0.52062,0.45146,0.4611,0.46846,0.4642,0.44087,0.44881,0.44963,0.44291,0.44048,0.45371,0.4669,0.44913,0.41546,0.4413,0.46967,0.44554,0.42908,0.44606,0.44212,0.45848,0.43098,0.41516,0.4632,0.4315,0.41404,0.42231,0.43359,0.41618,0.42328,0.41412,0.44405,0.44721,0.43487,0.42739,0.45742,0.36951,0.4923,0.40536,0.41246,0.4126,0.43002,0.42866,0.43836,0.45823,0.44012,0.45427,0.43897,0.54404,0.54699,0.5361,0.49697,0.43037,0.42287,0.41394,0.45681
